,Country,score,C,E,P,S,X,code,elev,Conflict Stock Displacement,Conflict New Displacements,Disaster New Displacements,percent_arable_land,prevalence_undernourishment,control_of_corruption,government_effectiveness,political_stability,rule_of_law,Jan_Temp,Feb_temp,Mar_temp,Apr_Temp,May_temp,Jun_Temp,July_Temp,Aug_Temp,Sept_temp,Oct_temp,Nov_Temp,Dec_temp,Annual_temp,voice_and_accountability
227,,,,,,,,ASM,,,,,15,,1.218488932,0.487578034,1.181357265,1.345253229,,,,,,,,,,,,,,..
228,,,,,,,,AND,,,,,1.723404255,,1.218488932,1.787497282,1.39128828,1.576003432,,,,,,,,,,,,,,1.194394946
229,,,,,,,,ABW,,,,,11.11111111,,1.29709661,0.883769929,1.230921268,1.261039615,,,,,,,,,,,,,,1.273855329
230,,,,,,,,BMU,,,,,6,,1.218488932,1.00754571,0.983049035,0.883752644,,,,,,,,,,,,,,..
231,,,,,,,,VGB,,,,,6.666666667,,,,,,,,,,,,,,,,,,,
232,,,,,,,,CYM,,,,,0.833333333,,1.019112229,1.167015076,1.153417587,0.81687969,,,,,,,,,,,,,,0.469122529
233,,,,,,,,CHI,,,,,20.52631579,,,,,,,,,,,,,,,,,,,
234,,,,,,,,CUW,,,,,..,,,,,,,,,,,,,,,,,,,
235,,,,,,,,FRO,,,,,2.148997135,,,,,,,,,,,,,,,,,,,
236,,,,,,,,PYF,,,,,0.683060109,,,,,,,,,,,,,,,,,,,
237,,,,,,,,GIB,,,,,..,,,,,,,,,,,,,,,,,,,
238,,,,,,,,GUM,,,,,1.851851852,,1.218488932,0.487578034,0.807903051,1.345253229,,,,,,,,,,,,,,..
239,,,,,,,,HKG,,,,,2.952380952,,1.651295543,1.909479976,1.04629457,1.825626493,,,,,,,,,,,,,,0.514768839
240,,,,,,,,IMN,,,,,40.70175439,,,,,,,,,,,,,,,,,,,
241,,,,,,,,LIE,,,,,13.5,,2.064363241,1.689331651,1.457840443,1.685917139,,,,,,,,,,,,,,1.38757658
242,,,,,,,,MAC,,,,,..,,0.611759305,1.450260043,1.202256441,0.923683226,,,,,,,,,,,,,,-0.067366041
243,,,,,,,,MHL,,,,,11.11111111,,-0.115129687,-1.601203799,0.919473767,-0.212627977,,,,,,,,,,,,,,1.178745627
244,,,,,,,,MCO,,,,,..,,..,..,0.991801858,..,,,,,,,,,,,,,,1.017086744
245,,,,,,,,NRU,,,,,..,,-0.524677753,-0.536278367,0.54376024,-1.086187959,,,,,,,,,,,,,,0.546806276
246,,,,,,,,NCL,,,,,0.341356674,,,,,,24.72,24.85,24.36,22.95,21.36,20.09,18.97,19.02,19.65,21.16,22.66,23.79,21.96,
247,,,,,,,,MNP,,,,,2.173913043,,,,,,,,,,,,,,,,,,,
248,,,,,,,,PLW,,,,,2.173913043,,-0.524677753,-0.536278367,0.919473767,0.244675294,,,,,,,,,,,,,,1.200789928
249,,,,,,,,SMR,,,,,16.66666667,,..,..,0.919473767,..,,,,,,,,,,,,,,1.189767718
250,,,,,,,,SXM,,,,,..,,,,,,,,,,,,,,,,,,,
251,,,,,,,,KNA,,,,,19.23076923,,0.504498124,0.117436104,0.582326353,0.479531676,,,,,,,,,,,,,,0.847392201
252,,,,,,,,LCA,,,,,4.918032787,,0.617759764,-0.079123132,0.853690803,0.672854125,,,,,,,,,,,,,,1.022595406
253,,,,,,,,MAF,,,,,..,,,,,,,,,,,,,,,,,,,
254,,,,,,,,VCT,,,,,12.82051282,,0.674695849,0.029985474,1.004724503,0.59287852,25.31,25.3,25.9,26.68,27.72,27.92,27.61,27.7,27.61,27.32,26.88,25.89,26.82,0.968703866
255,,,,,,,,TON,,,,,25,,-0.467383295,-0.330137938,0.88633436,-0.200851694,,,,,,,,,,,,,,0.661607802
256,,,,,,,,TCA,,,,,1.052631579,,,,,,,,,,,,,,,,,,,
257,,,,,,,,VIR,,,,,2.857142857,,0.632476032,1.267529607,1.249272108,0.883752644,23.94,24.1,24.47,25.23,26.05,26.72,26.87,27.13,27.15,26.67,25.86,24.72,25.74,..
258,,,,,,,,ARB,,,,,4.369313548,,,,,,,,,,,,,,,,,,,
259,,,,,,,,CSS,,,,,1.859948129,,,,,,,,,,,,,,,,,,,
260,,,,,,,,CEB,,,,,33.6828723,,,,,,,,,,,,,,,,,,,
261,,,,,,,,EAR,,,,,13.0669659,,,,,,,,,,,,,,,,,,,
262,,,,,,,,EAS,,,,,10.07349426,,,,,,,,,,,,,,,,,,,
263,,,,,,,,EAP,,,,,12.10725442,,,,,,,,,,,,,,,,,,,
264,,,,,,,,TEA,,,,,12.05043835,,,,,,,,,,,,,,,,,,,
265,,,,,,,,EMU,,,,,24.23768108,,,,,,,,,,,,,,,,,,,
266,,,,,,,,ECS,,,,,12.31587224,,,,,,,,,,,,,,,,,,,
267,,,,,,,,ECA,,,,,10.68346838,,,,,,,,,,,,,,,,,,,
268,,,,,,,,TEC,,,,,11.01497585,,,,,,,,,,,,,,,,,,,
269,,,,,,,,EUU,,,,,25.34288418,,,,,,,,,,,,,,,,,,,
270,,,,,,,,FCS,,,,,6.158153139,,,,,,,,,,,,,,,,,,,
271,,,,,,,,HPC,,,,,8.344510453,,,,,,,,,,,,,,,,,,,
272,,,,,,,,HIC,,,,,10.05956745,,,,,,,,,,,,,,,,,,,
273,,,,,,,,IBD,,,,,11.61992806,,,,,,,,,,,,,,,,,,,
274,,,,,,,,IBT,,,,,11.31353055,,,,,,,,,,,,,,,,,,,
275,,,,,,,,IDB,,,,,14.87185749,,,,,,,,,,,,,,,,,,,
276,,,,,,,,IDX,,,,,9.232568302,,,,,,,,,,,,,,,,,,,
277,,,,,,,,IDA,,,,,10.50530186,,,,,,,,,,,,,,,,,,,
278,,,,,,,,LTE,,,,,9.702451789,,,,,,,,,,,,,,,,,,,
279,,,,,,,,LCN,,,,,8.754976338,,,,,,,,,,,,,,,,,,,
280,,,,,,,,LAC,,,,,8.987287144,,,,,,,,,,,,,,,,,,,
281,,,,,,,,TLA,,,,,8.654403175,,,,,,,,,,,,,,,,,,,
282,,,,,,,,LDC,,,,,8.733353004,,,,,,,,,,,,,,,,,,,
283,,,,,,,,LMY,,,,,11.3357893,,,,,,,,,,,,,,,,,,,
284,,,,,,,,LIC,,,,,9.524532587,,,,,,,,,,,,,,,,,,,
285,,,,,,,,LMC,,,,,17.43622809,,,,,,,,,,,,,,,,,,,
286,,,,,,,,MEA,,,,,4.723223472,,,,,,,,,,,,,,,,,,,
287,,,,,,,,MNA,,,,,5.689569138,,,,,,,,,,,,,,,,,,,
288,,,,,,,,TMN,,,,,5.6861241,,,,,,,,,,,,,,,,,,,
289,,,,,,,,MIC,,,,,11.63384543,,,,,,,,,,,,,,,,,,,
290,,,,,,,,NAC,,,,,10.73786606,,,,,,,,,,,,,,,,,,,
291,,,,,,,,INX,,,,,..,,,,,,,,,,,,,,,,,,,
292,,,,,,,,OED,,,,,11.24169953,,,,,,,,,,,,,,,,,,,
293,,,,,,,,OSS,,,,,2.077215396,,,,,,,,,,,,,,,,,,,
294,,,,,,,,PSS,,,,,3.71005456,,,,,,,,,,,,,,,,,,,
295,,,,,,,,PST,,,,,11.92113241,,,,,,,,,,,,,,,,,,,
296,,,,,,,,PRE,,,,,9.193269446,,,,,,,,,,,,,,,,,,,
297,,,,,,,,SST,,,,,2.08393057,,,,,,,,,,,,,,,,,,,
298,,,,,,,,SAS,,,,,43.16183308,,,,,,,,,,,,,,,,,,,
299,,,,,,,,TSA,,,,,43.16183308,,,,,,,,,,,,,,,,,,,
300,,,,,,,,SSF,,,,,8.976406534,,,,,,,,,,,,,,,,,,,
301,,,,,,,,SSA,,,,,8.976575014,,,,,,,,,,,,,,,,,,,
302,,,,,,,,TSS,,,,,8.976406534,,,,,,,,,,,,,,,,,,,
303,,,,,,,,UMC,,,,,9.325669666,,,,,,,,,,,,,,,,,,,
304,,,,,,,,WLD,,,,,10.9912881,,,,,,,,,,,,,,,,,,,
305,Aruba,,,,,,,,,,,,,11.11111111,,,,,,,,,,,,,,,,,,
306,Andorra,,,,,,,,,,,,,1.723404255,,,,,,,,,,,,,,,,,,
307,Arab World,,,,,,,,,,,,,4.369313548,,,,,,,,,,,,,,,,,,
308,American Samoa,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,
309,"Bahamas, The",,,,,,,,,,,,,0.799200799,,,,,,,,,,,,,,,,,,
310,Bermuda,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
311,Central Europe and the Baltics,,,,,,,,,,,,,33.6828723,,,,,,,,,,,,,,,,,,
312,Channel Islands,,,,,,,,,,,,,20.52631579,,,,,,,,,,,,,,,,,,
313,Cabo Verde,,,,,,,,,,,,,12.40694789,,,,,,,,,,,,,,,,,,
314,Caribbean small states,,,,,,,,,,,,,1.859948129,,,,,,,,,,,,,,,,,,
315,Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Cayman Islands,,,,,,,,,,,,,0.833333333,,,,,,,,,,,,,,,,,,
317,Dominica,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,
318,East Asia & Pacific (excluding high income),,,,,,,,,,,,,12.10725442,,,,,,,,,,,,,,,,,,
319,Early-demographic dividend,,,,,,,,,,,,,13.0669659,,,,,,,,,,,,,,,,,,
320,East Asia & Pacific,,,,,,,,,,,,,10.07349426,,,,,,,,,,,,,,,,,,
321,Europe & Central Asia (excluding high income),,,,,,,,,,,,,10.68346838,,,,,,,,,,,,,,,,,,
322,Europe & Central Asia,,,,,,,,,,,,,12.31587224,,,,,,,,,,,,,,,,,,
323,Euro area,,,,,,,,,,,,,24.23768108,,,,,,,,,,,,,,,,,,
324,European Union,,,,,,,,,,,,,25.34288418,,,,,,,,,,,,,,,,,,
325,Fragile and conflict affected situations,,,,,,,,,,,,,6.158153139,,,,,,,,,,,,,,,,,,
326,Faroe Islands,,,,,,,,,,,,,2.148997135,,,,,,,,,,,,,,,,,,
327,"Micronesia, Fed. Sts.",,,,,,,,,,,,,2.857142857,,,,,,,,,,,,,,,,,,
328,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Greenland,,,,,,,,,,,,,0.002192715,,,,,,,,,,,,,,,,,,
330,Guam,,,,,,,,,,,,,1.851851852,,,,,,,,,,,,,,,,,,
331,High income,,,,,,,,,,,,,10.05956745,,,,,,,,,,,,,,,,,,
332,"Hong Kong SAR, China",,,,,,,,,,,,,2.952380952,,,,,,,,,,,,,,,,,,
333,Heavily indebted poor countries (HIPC),,,,,,,,,,,,,8.344510453,,,,,,,,,,,,,,,,,,
334,IBRD only,,,,,,,,,,,,,11.61992806,,,,,,,,,,,,,,,,,,
335,IDA & IBRD total,,,,,,,,,,,,,11.31353055,,,,,,,,,,,,,,,,,,
336,IDA total,,,,,,,,,,,,,10.50530186,,,,,,,,,,,,,,,,,,
337,IDA blend,,,,,,,,,,,,,14.87185749,,,,,,,,,,,,,,,,,,
338,IDA only,,,,,,,,,,,,,9.232568302,,,,,,,,,,,,,,,,,,
339,Isle of Man,,,,,,,,,,,,,40.70175439,,,,,,,,,,,,,,,,,,
340,Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Israel,,,,,,,,,,,,,13.73382625,,,,,,,,,,,,,,,,,,
342,Kiribati,,,,,,,,,,,,,2.469135802,,,,,,,,,,,,,,,,,,
343,St. Kitts and Nevis,,,,,,,,,,,,,19.23076923,,,,,,,,,,,,,,,,,,
344,"Korea, Rep.",,,,,,,,,,,,,15.02359458,,,,,,,,,,,,,,,,,,
345,Latin America & Caribbean (excluding high income),,,,,,,,,,,,,8.987287144,,,,,,,,,,,,,,,,,,
346,St. Lucia,,,,,,,,,,,,,4.918032787,,,,,,,,,,,,,,,,,,
347,Latin America & Caribbean,,,,,,,,,,,,,8.754976338,,,,,,,,,,,,,,,,,,
348,Least developed countries: UN classification,,,,,,,,,,,,,8.733353004,,,,,,,,,,,,,,,,,,
349,Low income,,,,,,,,,,,,,9.524532587,,,,,,,,,,,,,,,,,,
350,Liechtenstein,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,
351,Lower middle income,,,,,,,,,,,,,17.43622809,,,,,,,,,,,,,,,,,,
352,Low & middle income,,,,,,,,,,,,,11.3357893,,,,,,,,,,,,,,,,,,
353,Late-demographic dividend,,,,,,,,,,,,,9.702451789,,,,,,,,,,,,,,,,,,
354,"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Middle East & North Africa,,,,,,,,,,,,,4.723223472,,,,,,,,,,,,,,,,,,
358,Marshall Islands,,,,,,,,,,,,,11.11111111,,,,,,,,,,,,,,,,,,
359,Middle income,,,,,,,,,,,,,11.63384543,,,,,,,,,,,,,,,,,,
360,Middle East & North Africa (excluding high income),,,,,,,,,,,,,5.689569138,,,,,,,,,,,,,,,,,,
361,Northern Mariana Islands,,,,,,,,,,,,,2.173913043,,,,,,,,,,,,,,,,,,
362,North America,,,,,,,,,,,,,10.73786606,,,,,,,,,,,,,,,,,,
363,New Caledonia,,,,,,,,,,,,,0.341356674,,,,,,,,,,,,,,,,,,
364,Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,OECD members,,,,,,,,,,,,,11.24169953,,,,,,,,,,,,,,,,,,
366,Other small states,,,,,,,,,,,,,2.077215396,,,,,,,,,,,,,,,,,,
367,Palau,,,,,,,,,,,,,2.173913043,,,,,,,,,,,,,,,,,,
368,Pre-demographic dividend,,,,,,,,,,,,,9.193269446,,,,,,,,,,,,,,,,,,
369,Puerto Rico,,,,,,,,,,,,,6.877113867,,,,,,,,,,,,,,,,,,
370,"Korea, Dem. People̍s Rep.",,,,,,,,,,,,,19.51665144,,,,,,,,,,,,,,,,,,
371,West Bank and Gaza,,,,,,,,,,,,,10.63122924,,,,,,,,,,,,,,,,,,
372,Pacific island small states,,,,,,,,,,,,,3.71005456,,,,,,,,,,,,,,,,,,
373,Post-demographic dividend,,,,,,,,,,,,,11.92113241,,,,,,,,,,,,,,,,,,
374,French Polynesia,,,,,,,,,,,,,0.683060109,,,,,,,,,,,,,,,,,,
375,South Asia,,,,,,,,,,,,,43.16183308,,,,,,,,,,,,,,,,,,
376,San Marino,,,,,,,,,,,,,16.66666667,,,,,,,,,,,,,,,,,,
377,Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,8.976575014,,,,,,,,,,,,,,,,,,
378,Sub-Saharan Africa,,,,,,,,,,,,,8.976406534,,,,,,,,,,,,,,,,,,
379,Small states,,,,,,,,,,,,,2.08393057,,,,,,,,,,,,,,,,,,
380,Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Turks and Caicos Islands,,,,,,,,,,,,,1.052631579,,,,,,,,,,,,,,,,,,
382,East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,12.05043835,,,,,,,,,,,,,,,,,,
383,Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,11.01497585,,,,,,,,,,,,,,,,,,
384,Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,8.654403175,,,,,,,,,,,,,,,,,,
385,Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,5.6861241,,,,,,,,,,,,,,,,,,
386,Tonga,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,
387,South Asia (IDA & IBRD),,,,,,,,,,,,,43.16183308,,,,,,,,,,,,,,,,,,
388,Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,8.976406534,,,,,,,,,,,,,,,,,,
389,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Upper middle income,,,,,,,,,,,,,9.325669666,,,,,,,,,,,,,,,,,,
391,St. Vincent and the Grenadines,,,,,,,,,,,,,12.82051282,,,,,,,,,,,,,,,,,,
392,British Virgin Islands,,,,,,,,,,,,,6.666666667,,,,,,,,,,,,,,,,,,
393,Virgin Islands (U.S.),,,,,,,,,,,,,2.857142857,,,,,,,,,,,,,,,,,,
394,Vanuatu,,,,,,,,,,,,,1.640689089,,,,,,,,,,,,,,,,,,
395,World,,,,,,,,,,,,,10.9912881,,,,,,,,,,,,,,,,,,
396,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,AIA,,,,,,,1.218488932,1.00754571,1.249272108,-0.039248616,,,,,,,,,,,,,,..
398,,,,,,,,COK,,,,,,,..,..,..,..,,,,,,,,,,,,,,..
399,,,,,,,,JEY,,,,,,,1.19053793,1.299852252,1.529619813,1.701292872,,,,,,,,,,,,,,1.273855329
400,,,,,,,,MTQ,,,,,,,1.218488932,0.747561872,0.983049035,-0.039248616,,,,,,,,,,,,,,..
401,,,,,,,,ANT,,,,,,,..,..,..,..,,,,,,,,,,,,,,..
402,,,,,,,,NIU,,,,,,,..,..,..,..,,,,,,,,,,,,,,..
403,,,,,,,,REU,,,,,,,0.632476032,1.00754571,0.285934329,1.114503026,23.51,23.63,23.36,22.39,20.69,19,18.28,18.17,19.01,20.29,21.69,22.89,21.08,..
404,,,,,,,,ESH,,,,,,,,,,,17.72,19.14,20.87,22.18,24.23,26.25,28.94,28.96,27.72,25.22,21.73,17.73,23.39,
405,,,,,,,,FLK,,,,,,,,,,,9.37,9.48,8.41,6.25,3.95,2.62,2.02,2.58,3.65,5.45,7.04,8.66,5.79,
406,,,,,,,,GLP,,,,,,,,,,,23.61,23.43,23.81,24.41,25.31,26.05,26.25,26.33,26.13,25.7,25.15,24.12,25.02,
407,,,,,,,,KSV,,,,,,,,,,,-2.72,-0.74,3.17,8.08,12.98,16.24,18.48,18.4,14.73,9.25,3.84,-0.62,8.42,
408,,,,,,,,SJM,,,,,,,,,,,-18.31,-18.75,-17.88,-14.25,-6.32,0.08,4.1,2.72,-2.34,-8.36,-13.28,-17.13,-9.14,
